"Bradi0012s00100.1"	"GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0006414"
"Bradi5g12600.2"	"GO:0005515;GO:0008270"
"Bradi5g12610.3"	"GO:0005515"
"Bradi5g12617.1"	"GO:0008152;GO:0016491;GO:0016620;GO:0055114"
"Bradi5g12640.1"	"GO:0005515"
"Bradi5g12650.7"	"GO:0003676;GO:0046872"
"Bradi5g12660.3"	"GO:0003723"
"Bradi5g12680.2"	"GO:0005515"
"Bradi5g12685.1"	"GO:0003677;GO:0003899;GO:0006351"
"Bradi5g12701.1"	"unknown"
"Bradi5g12705.1"	"unknown"
"Bradi5g12710.1"	"GO:0004601;GO:0006979;GO:0020037;GO:0055114"
"Bradi5g12714.1"	"unknown"
"Bradi5g12730.3"	"GO:0008080"
"Bradi5g12740.1"	"unknown"
"Bradi5g12757.1"	"GO:0000166;GO:0003676;GO:0003968"
"Bradi5g12770.1"	"unknown"
"Bradi5g12800.1"	"GO:0004222;GO:0005524;GO:0008270;GO:0016021"
"Bradi5g12810.1"	"GO:0004668;GO:0009446;GO:0047632"
"Bradi5g12820.1"	"GO:0005488"
"Bradi5g12830.5"	"unknown"
"Bradi5g12847.1"	"GO:0003676;GO:0005634"
"Bradi5g12865.1"	"unknown"
"Bradi5g12870.2"	"GO:0003824;GO:0004425;GO:0008152"
"Bradi5g12880.1"	"GO:0000723;GO:0000784;GO:0003677;GO:0043047"
"Bradi5g12890.2"	"GO:0003777;GO:0004611;GO:0005515;GO:0005524;GO:0005871;GO:0006094;GO:0007018;GO:0008017;GO:0017076"
"Bradi5g12910.4"	"GO:0003743;GO:0005515;GO:0005852;GO:0006413;GO:0031369;GO:0051259"
"Bradi5g12916.6"	"unknown"
"Bradi5g12920.1"	"GO:0008152;GO:0008168"
"Bradi5g12960.1"	"unknown"
"Bradi5g12970.1"	"GO:0005515"
"Bradi5g12976.1"	"unknown"
"Bradi5g12982.1"	"GO:0003872;GO:0005524;GO:0006002;GO:0006096"
"Bradi5g12990.1"	"GO:0005506;GO:0016705;GO:0020037;GO:0055114"
"Bradi5g12996.1"	"unknown"
"Bradi5g13000.1"	"GO:0003924;GO:0005525;GO:0005622;GO:0006886;GO:0006913;GO:0007165;GO:0007264;GO:0015031;GO:0016020"
"Bradi5g13010.1"	"unknown"
"Bradi5g13020.7"	"GO:0006396"
"Bradi5g13031.1"	"unknown"
"Bradi5g13034.1"	"GO:0016020"
"Bradi5g13047.2"	"unknown"
"Bradi5g13061.4"	"GO:0004252;GO:0006508"
"Bradi5g13070.6"	"unknown"
"Bradi5g13090.2"	"GO:0003700;GO:0006355;GO:0043565"
"Bradi5g13120.1"	"GO:0006629;GO:0008081;GO:0008889"
"Bradi5g13128.2"	"unknown"
"Bradi5g13137.2"	"GO:0000166;GO:0003676;GO:0006397"
"Bradi5g13150.1"	"unknown"
"Bradi5g13160.2"	"unknown"
"Bradi5g13170.5"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi5g13180.5"	"GO:0005515"
"Bradi5g13190.3"	"GO:0004642;GO:0006189"
"Bradi5g13197.1"	"unknown"
"Bradi5g13208.1"	"unknown"
"Bradi5g13212.2"	"unknown"
"Bradi5g13250.1"	"GO:0003824;GO:0004096;GO:0006979;GO:0008152;GO:0020037;GO:0031177;GO:0055114"
"Bradi5g13257.1"	"GO:0004553;GO:0005975"
"Bradi5g13265.2"	"GO:0004553;GO:0005975"
"Bradi5g13272.1"	"unknown"
"Bradi5g13285.1"	"unknown"
"Bradi5g13310.2"	"unknown"
"Bradi5g13320.1"	"GO:0016491;GO:0055114"
"Bradi5g13340.1"	"GO:0005515"
"Bradi5g13350.5"	"GO:0005507;GO:0008131;GO:0009308;GO:0048038;GO:0055114"
"Bradi5g13357.1"	"GO:0005634"
"Bradi5g13370.1"	"GO:0006355;GO:0008270"
"Bradi5g13380.1"	"GO:0005515"
"Bradi5g13390.1"	"GO:0005515"
"Bradi5g13400.5"	"GO:0005515;GO:0008270"
"Bradi5g13416.3"	"unknown"
"Bradi5g13435.1"	"GO:0005515"
"Bradi5g13440.1"	"unknown"
"Bradi5g13460.1"	"GO:0003830;GO:0006487;GO:0016020"
"Bradi5g13467.1"	"GO:0005524"
"Bradi5g13480.2"	"unknown"
"Bradi5g13490.1"	"GO:0000287;GO:0004449;GO:0006099;GO:0016616;GO:0051287;GO:0055114"
"Bradi5g13500.3"	"GO:0003677;GO:0003917;GO:0005694;GO:0006265"
"Bradi5g13510.1"	"GO:0003677;GO:0005515"
"Bradi5g13520.1"	"unknown"
"Bradi5g13537.1"	"GO:0005515"
"Bradi5g13550.1"	"GO:0004553;GO:0005975"
"Bradi5g13560.1"	"GO:0004553;GO:0005975"
"Bradi5g13570.1"	"GO:0003824"
"Bradi5g13580.1"	"GO:0008152;GO:0008168"
"Bradi5g13590.2"	"GO:0004719;GO:0006464"
"Bradi5g13597.1"	"GO:0006281;GO:0046982;GO:0051382"
"Bradi5g13610.1"	"GO:0005515"
"Bradi5g13613.2"	"unknown"
"Bradi5g13630.1"	"GO:0004252;GO:0016021;GO:0047196"
"Bradi5g13640.10"	"GO:0006614;GO:0008312;GO:0048500"
"Bradi5g13650.7"	"GO:0005515"
"Bradi5g13656.1"	"GO:0006614;GO:0008312;GO:0048500"
"Bradi5g13660.2"	"GO:0006979;GO:0008113;GO:0016671;GO:0030091;GO:0055114"
"Bradi5g13663.1"	"GO:0003712;GO:0004402;GO:0005515;GO:0005634;GO:0006355;GO:0008270"
"Bradi5g13666.2"	"unknown"
"Bradi5g13670.5"	"GO:0004222;GO:0008237"
"Bradi5g13680.4"	"GO:0003677;GO:0003887;GO:0005524;GO:0006260;GO:0009360"
"Bradi5g13687.2"	"GO:0005515"
"Bradi5g13700.1"	"GO:0005488"
"Bradi5g13710.1"	"unknown"
"Bradi5g13717.1"	"GO:0005515"
"Bradi5g13727.2"	"GO:0004743;GO:0006096;GO:0006355;GO:0043401"
"Bradi5g13737.2"	"unknown"
"Bradi5g13760.2"	"GO:0008152;GO:0016491"
"Bradi5g13770.3"	"GO:0005515"
"Bradi5g13780.4"	"GO:0006511;GO:0031625"
"Bradi5g13790.1"	"GO:0003824;GO:0008080;GO:0051536"
"Bradi5g13800.1"	"GO:0005515"
"Bradi5g13810.1"	"GO:0000159;GO:0005488;GO:0007165;GO:0008601"
"Bradi5g13830.1"	"GO:0008152;GO:0008667;GO:0016491;GO:0019290;GO:0055114"
"Bradi5g13840.2"	"GO:0008152;GO:0008667;GO:0016491;GO:0019290;GO:0055114"
"Bradi5g13850.1"	"GO:0005515"
"Bradi5g13860.1"	"GO:0004345;GO:0006006;GO:0050661;GO:0055114"
"Bradi5g13870.1"	"unknown"
"Bradi5g13880.1"	"GO:0003677;GO:0004518"
"Bradi5g13890.1"	"GO:0005515"
"Bradi5g13900.1"	"GO:0003677;GO:0003700;GO:0005634;GO:0006351"
"Bradi5g13910.1"	"GO:0007094"
"Bradi5g13920.6"	"GO:0003676;GO:0005524;GO:0006310;GO:0008026"
"Bradi5g13930.1"	"unknown"
"Bradi5g13940.1"	"GO:0003824;GO:0004474;GO:0006097"
"Bradi5g13947.1"	"GO:0005515"
"Bradi5g13953.1"	"unknown"
"Bradi5g13960.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g13967.1"	"GO:0003677;GO:0003899;GO:0005634;GO:0006351"
"Bradi5g13980.5"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g13990.1"	"GO:0000228;GO:0005515"
"Bradi5g14000.1"	"GO:0005515"
"Bradi5g14030.1"	"unknown"
"Bradi5g14040.8"	"GO:0017148;GO:0030598"
"Bradi5g14060.1"	"GO:0005515"
"Bradi5g14070.2"	"unknown"
"Bradi5g14090.1"	"GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g14097.7"	"GO:0006629"
"Bradi5g14110.1"	"GO:0004842;GO:0005488;GO:0016567"
"Bradi5g14120.1"	"GO:0004729;GO:0006779;GO:0055114"
"Bradi5g14137.1"	"GO:0005515"
"Bradi5g14150.2"	"GO:0006412"
"Bradi5g14160.1"	"GO:0006412"
"Bradi5g14170.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g14180.1"	"GO:0000139;GO:0005351;GO:0008643;GO:0016021"
"Bradi5g14190.1"	"unknown"
"Bradi5g14200.1"	"unknown"
"Bradi5g14210.1"	"GO:0008152;GO:0016791"
"Bradi5g14230.1"	"GO:0005524"
"Bradi5g14240.1"	"unknown"
"Bradi5g14250.4"	"unknown"
"Bradi5g14260.4"	"GO:0046983"
"Bradi5g14270.2"	"GO:0005743;GO:0006850"
"Bradi5g14280.5"	"GO:0005622;GO:0008270"
"Bradi5g14290.1"	"GO:0003723"
"Bradi5g14299.1"	"GO:0005509"
"Bradi5g14307.1"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi5g14320.5"	"unknown"
"Bradi5g14350.1"	"GO:0000287;GO:0004842;GO:0005515;GO:0008270;GO:0008897;GO:0016567"
"Bradi5g14360.1"	"unknown"
"Bradi5g14367.1"	"GO:0016020;GO:0016021;GO:0022891;GO:0055085"
"Bradi5g14396.1"	"unknown"
"Bradi5g14397.1"	"unknown"
"Bradi5g14430.1"	"GO:0004568;GO:0005975;GO:0006032;GO:0008061;GO:0016998"
"Bradi5g14450.1"	"unknown"
"Bradi5g14470.1"	"unknown"
"Bradi5g14480.1"	"unknown"
"Bradi5g14490.1"	"GO:0016021"
"Bradi5g14497.1"	"GO:0003677;GO:0003700;GO:0006355;GO:0043565"
"Bradi5g14510.1"	"GO:0003677"
"Bradi5g14513.1"	"unknown"
"Bradi5g14527.1"	"unknown"
"Bradi5g14528.1"	"unknown"
"Bradi5g14530.1"	"GO:0008152;GO:0016491"
"Bradi5g14540.1"	"unknown"
"Bradi5g14550.1"	"GO:0000166;GO:0003676;GO:0005515"
"Bradi5g14560.1"	"unknown"
"Bradi5g14570.1"	"GO:0005509"
"Bradi5g14580.1"	"GO:0003824;GO:0004553;GO:0005975"
"Bradi5g14590.1"	"GO:0000166;GO:0003676;GO:0003723;GO:0005634;GO:0006396;GO:0030529"
"Bradi5g14600.1"	"GO:0005515;GO:0005622;GO:0008270"
"Bradi5g14610.1"	"unknown"
"Bradi5g14620.4"	"unknown"
"Bradi5g14626.1"	"unknown"
"Bradi5g14630.2"	"GO:0004129;GO:0005739"
"Bradi5g14640.2"	"GO:0004014;GO:0006597;GO:0008295"
"Bradi5g14650.1"	"GO:0004601;GO:0006979;GO:0020037;GO:0055114"
"Bradi5g14660.1"	"GO:0005524"
"Bradi5g14667.1"	"unknown"
"Bradi5g14680.2"	"GO:0006810;GO:0016021"
"Bradi5g14687.1"	"GO:0003723;GO:0005488;GO:0005515"
"Bradi5g14703.1"	"GO:0003723"
"Bradi5g14720.1"	"GO:0016747"
"Bradi5g14730.6"	"GO:0003824;GO:0004722;GO:0006470"
"Bradi5g14750.5"	"GO:0000166;GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi5g14760.3"	"unknown"
"Bradi5g14770.1"	"GO:0003824;GO:0006281;GO:0006284;GO:0008725"
"Bradi5g14780.2"	"GO:0005515;GO:0051260"
"Bradi5g14790.1"	"GO:0005488"
"Bradi5g14805.1"	"unknown"
"Bradi5g14807.1"	"GO:0000226;GO:0000922;GO:0005815"
"Bradi5g14810.1"	"GO:0003677"
"Bradi5g14830.4"	"GO:0005515"
"Bradi5g14840.1"	"GO:0016021"
"Bradi5g14850.1"	"GO:0016021;GO:0055085"
"Bradi5g14860.1"	"GO:0005509"
"Bradi5g14870.6"	"GO:0005515"
"Bradi5g14880.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g14887.2"	"GO:0004583;GO:0005789;GO:0006488"
"Bradi5g14900.3"	"GO:0005622;GO:0005801;GO:0006810;GO:0006888"
"Bradi5g14910.3"	"GO:0003999;GO:0005737;GO:0006168;GO:0009116"
"Bradi5g14920.1"	"unknown"
"Bradi5g14960.1"	"GO:0003677;GO:0003700;GO:0006355;GO:0007275"
"Bradi5g14970.1"	"GO:0003824;GO:0004451;GO:0019752"
"Bradi5g14980.1"	"GO:0000166;GO:0003676;GO:0003723"
"Bradi5g14990.1"	"unknown"
"Bradi5g15000.8"	"unknown"
"Bradi5g15010.1"	"unknown"
"Bradi5g15020.1"	"unknown"
"Bradi5g15027.5"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi5g15040.1"	"unknown"
"Bradi5g15050.1"	"GO:0005515"
"Bradi5g15060.1"	"GO:0008152;GO:0016758"
"Bradi5g15070.2"	"GO:0004672;GO:0004713;GO:0005515;GO:0005524;GO:0006468"
"Bradi5g15090.7"	"GO:0016020"
"Bradi5g15104.18"	"unknown"
"Bradi5g15120.1"	"GO:0005524;GO:0006298;GO:0030983"
"Bradi5g15130.1"	"unknown"
"Bradi5g15150.1"	"GO:0005488;GO:0005515"
"Bradi5g15160.1"	"GO:0016788"
"Bradi5g15167.5"	"GO:0008168"
"Bradi5g15180.3"	"GO:0005515"
"Bradi5g15200.3"	"unknown"
"Bradi5g15210.1"	"GO:0004450;GO:0006102;GO:0016616;GO:0055114"
"Bradi5g15220.1"	"GO:0009055;GO:0015035;GO:0045454"
"Bradi5g15246.1"	"GO:0003677"
"Bradi5g15261.1"	"GO:0005515;GO:0008270"
"Bradi5g15270.1"	"GO:0000439;GO:0006281;GO:0006289;GO:0006351;GO:0008270"
"Bradi5g15285.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g15300.3"	"GO:0005515;GO:0006629"
"Bradi5g15310.1"	"unknown"
"Bradi5g15320.2"	"GO:0006508;GO:0008234"
"Bradi5g15325.1"	"unknown"
"Bradi5g15328.1"	"unknown"
"Bradi5g15329.1"	"GO:0003676"
"Bradi5g15337.1"	"GO:0003677;GO:0003723;GO:0004525;GO:0005515;GO:0005524;GO:0006396;GO:0016787;GO:0016891"
"Bradi5g15350.1"	"unknown"
"Bradi5g15360.1"	"GO:0008519;GO:0015696;GO:0016020;GO:0072488"
"Bradi5g15377.1"	"GO:0003676;GO:0005524"
"Bradi5g15390.1"	"GO:0000166;GO:0003676;GO:0005622;GO:0006810"
"Bradi5g15396.3"	"GO:0005515"
"Bradi5g15402.1"	"unknown"
"Bradi5g15418.1"	"unknown"
"Bradi5g15450.1"	"GO:0005515;GO:0008270"
"Bradi5g15456.1"	"unknown"
"Bradi5g15461.1"	"unknown"
"Bradi5g15470.5"	"unknown"
"Bradi5g15480.3"	"GO:0005506;GO:0005885;GO:0006633;GO:0015629;GO:0016491;GO:0030833;GO:0034314;GO:0055114"
"Bradi5g15500.1"	"GO:0005515;GO:0008270"
"Bradi5g15520.1"	"unknown"
"Bradi5g15527.1"	"GO:0004553;GO:0005975"
"Bradi5g15540.6"	"GO:0004553;GO:0005975"
"Bradi5g15550.2"	"GO:0031072;GO:0051082"
"Bradi5g15560.1"	"GO:0005515;GO:0005524"
"Bradi5g15570.2"	"GO:0003735;GO:0005622;GO:0005840;GO:0006412"
"Bradi5g15580.1"	"unknown"
"Bradi5g15587.1"	"GO:0003677;GO:0006355"
"Bradi5g15612.3"	"GO:0031072;GO:0051082"
"Bradi5g15631.4"	"unknown"
"Bradi5g15640.1"	"unknown"
"Bradi5g15655.2"	"unknown"
"Bradi5g15659.2"	"GO:0000062"
"Bradi5g15668.1"	"GO:0000166"
"Bradi5g15677.3"	"unknown"
"Bradi5g15693.1"	"GO:0005515"
"Bradi5g15700.1"	"unknown"
"Bradi5g15710.4"	"GO:0003824;GO:0009058;GO:0030170"
"Bradi5g15734.1"	"unknown"
"Bradi5g15741.1"	"GO:0006355;GO:0008270"
"Bradi5g15750.1"	"unknown"
"Bradi5g15760.1"	"GO:0003677"
"Bradi5g15767.1"	"unknown"
"Bradi5g15780.1"	"unknown"
"Bradi5g15790.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g15797.4"	"GO:0004672;GO:0004713;GO:0005509;GO:0005515;GO:0005524;GO:0006468;GO:0030247"
"Bradi5g15820.4"	"GO:0004001;GO:0006166"
"Bradi5g15830.1"	"GO:0003824;GO:0005737;GO:0006559;GO:0016841"
"Bradi5g15835.1"	"unknown"
"Bradi5g15840.1"	"unknown"
"Bradi5g15850.4"	"unknown"
"Bradi5g15860.3"	"GO:0005515"
"Bradi5g15891.1"	"unknown"
"Bradi5g15897.1"	"unknown"
"Bradi5g15904.1"	"GO:0003677;GO:0005634;GO:0006355;GO:0009725"
"Bradi5g15914.1"	"GO:0003735;GO:0005840;GO:0006412"
"Bradi5g15920.1"	"unknown"
"Bradi5g15930.2"	"unknown"
"Bradi5g15942.1"	"GO:0000178;GO:0003723"
"Bradi5g15950.1"	"unknown"
"Bradi5g15960.7"	"GO:0003735;GO:0005515;GO:0005840;GO:0006412"
"Bradi5g15970.1"	"GO:0005215;GO:0006810;GO:0016020"
"Bradi5g15990.4"	"unknown"
"Bradi5g16000.1"	"GO:0008152;GO:0016787"
"Bradi5g16014.1"	"unknown"
"Bradi5g16050.1"	"GO:0005509;GO:0009523;GO:0009654;GO:0015979;GO:0019898"
"Bradi5g16055.4"	"GO:0005509;GO:0009523;GO:0009654;GO:0015979;GO:0019898"
"Bradi5g16060.3"	"unknown"
"Bradi5g16067.3"	"GO:0003723;GO:0005488;GO:0005515"
"Bradi5g16100.1"	"GO:0008152;GO:0016758"
"Bradi5g16120.1"	"GO:0008152;GO:0016758"
"Bradi5g16140.1"	"unknown"
"Bradi5g16160.1"	"GO:0055085"
"Bradi5g16170.1"	"GO:0055085"
"Bradi5g16200.1"	"unknown"
"Bradi5g16210.1"	"GO:0008152;GO:0016758"
"Bradi5g16220.1"	"GO:0004252;GO:0006508"
"Bradi5g16230.1"	"GO:0004185;GO:0006508"
"Bradi5g16232.1"	"unknown"
"Bradi5g16245.1"	"unknown"
"Bradi5g16257.5"	"GO:0005215;GO:0006810;GO:0016020"
"Bradi5g16270.1"	"unknown"
"Bradi5g16280.2"	"unknown"
"Bradi5g16300.1"	"unknown"
"Bradi5g16310.1"	"unknown"
"Bradi5g16320.8"	"unknown"
"Bradi5g16330.4"	"unknown"
"Bradi5g16340.1"	"unknown"
"Bradi5g16350.1"	"unknown"
"Bradi5g16360.1"	"unknown"
"Bradi5g16380.4"	"unknown"
"Bradi5g16390.1"	"unknown"
"Bradi5g16400.1"	"GO:0005524;GO:0016020;GO:0016887"
"Bradi5g16410.1"	"GO:0000077;GO:0005730;GO:0006281;GO:0030896"
"Bradi5g16425.1"	"unknown"
"Bradi5g16440.2"	"GO:0009107;GO:0015979;GO:0016992;GO:0051539"
"Bradi5g16450.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi5g16462.5"	"unknown"
"Bradi5g16480.3"	"GO:0016020;GO:0016021;GO:0022857;GO:0022891;GO:0055085"
"Bradi5g16490.11"	"unknown"
"Bradi5g16497.1"	"GO:0005576;GO:0019953"
"Bradi5g16510.1"	"GO:0006629;GO:0016021;GO:0030148;GO:0042284"
"Bradi5g16518.1"	"unknown"
"Bradi5g16520.1"	"GO:0005198;GO:0019028"
"Bradi5g16530.1"	"GO:0016020;GO:0016192"
"Bradi5g16540.2"	"GO:0005515;GO:0008270;GO:0046872"
"Bradi5g16550.1"	"GO:0006662;GO:0015035;GO:0045454"
"Bradi5g16557.1"	"GO:0004553;GO:0005975"
"Bradi5g16570.2"	"GO:0005515"
"Bradi5g16575.1"	"unknown"
"Bradi5g16580.2"	"GO:0003824;GO:0008033;GO:0017150;GO:0050660;GO:0055114"
"Bradi5g16590.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0030246"
"Bradi5g16597.3"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0030246"
"Bradi5g16605.1"	"GO:0008152;GO:0016491"
"Bradi5g16613.1"	"GO:0008152;GO:0016491"
"Bradi5g16630.1"	"GO:0008152;GO:0016491"
"Bradi5g16650.1"	"GO:0008152;GO:0016491"
"Bradi5g16666.1"	"GO:0008270"
"Bradi5g16672.1"	"GO:0003677"
"Bradi5g16680.2"	"unknown"
"Bradi5g16690.1"	"GO:0016757"
"Bradi5g16700.1"	"GO:0003676;GO:0005524"
"Bradi5g16707.1"	"GO:0003677"
"Bradi5g16720.1"	"unknown"
"Bradi5g16730.1"	"GO:0005506;GO:0005783;GO:0006886;GO:0009055;GO:0016021;GO:0020037;GO:0022900"
"Bradi5g16740.2"	"GO:0016021"
"Bradi5g16744.1"	"GO:0005615"
"Bradi5g16757.1"	"unknown"
"Bradi5g16760.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0030246"
"Bradi5g16770.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468;GO:0030246"
"Bradi5g16787.3"	"GO:0030001;GO:0046872"
"Bradi5g16797.1"	"unknown"
"Bradi5g16808.1"	"unknown"
"Bradi5g16817.4"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g16830.1"	"GO:0005509"
"Bradi5g16840.3"	"GO:0005789"
"Bradi5g16850.2"	"unknown"
"Bradi5g16860.1"	"GO:0005779;GO:0016559"
"Bradi5g16882.1"	"unknown"
"Bradi5g16890.1"	"GO:0003824"
"Bradi5g16900.1"	"GO:0004553;GO:0004564;GO:0004575;GO:0005975"
"Bradi5g16910.1"	"GO:0007275"
"Bradi5g16917.1"	"GO:0003677;GO:0006355"
"Bradi5g16940.1"	"GO:0009733"
"Bradi5g16950.3"	"unknown"
"Bradi5g16960.2"	"GO:0006508;GO:0008233"
"Bradi5g16970.1"	"GO:0005515"
"Bradi5g16980.1"	"GO:0003746;GO:0003924;GO:0005525;GO:0005622;GO:0006414"
"Bradi5g16990.1"	"unknown"
"Bradi5g17000.4"	"unknown"
"Bradi5g17020.6"	"GO:0003777;GO:0005524;GO:0005871;GO:0007018;GO:0008017"
"Bradi5g17027.1"	"GO:0016655;GO:0055114"
"Bradi5g17040.1"	"unknown"
"Bradi5g17046.1"	"unknown"
"Bradi5g17050.8"	"unknown"
"Bradi5g17057.1"	"GO:0003700;GO:0006355;GO:0008270;GO:0043565"
"Bradi5g17070.1"	"GO:0005515"
"Bradi5g17080.1"	"GO:0005622;GO:0008270"
"Bradi5g17087.2"	"GO:0004553;GO:0010215;GO:0016049;GO:0030246;GO:0030247;GO:0031225"
"Bradi5g17100.4"	"GO:0005515"
"Bradi5g17110.2"	"GO:0004030;GO:0006081;GO:0008152;GO:0016491;GO:0016620;GO:0055114"
"Bradi5g17120.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g17127.1"	"unknown"
"Bradi5g17132.1"	"unknown"
"Bradi5g17140.3"	"GO:0005515"
"Bradi5g17150.1"	"GO:0003677"
"Bradi5g17160.4"	"GO:0016301"
"Bradi5g17170.2"	"GO:0003677;GO:0003700;GO:0006355;GO:0043565;GO:0046983"
"Bradi5g17187.1"	"unknown"
"Bradi5g17200.1"	"unknown"
"Bradi5g17210.3"	"GO:0055085"
"Bradi5g17220.5"	"GO:0055085"
"Bradi5g17230.4"	"GO:0055085"
"Bradi5g17240.1"	"GO:0016788"
"Bradi5g17252.2"	"GO:0003723;GO:0005488;GO:0005515"
"Bradi5g17260.1"	"GO:0005956;GO:0019887"
"Bradi5g17270.3"	"GO:0000166;GO:0003676"
"Bradi5g17281.1"	"GO:0003677"
"Bradi5g17300.1"	"GO:0003824;GO:0016491;GO:0016614;GO:0050660;GO:0055114"
"Bradi5g17320.1"	"GO:0004252;GO:0006508"
"Bradi5g17326.1"	"GO:0005576;GO:0006030;GO:0008061"
"Bradi5g17330.1"	"GO:0006520;GO:0016491;GO:0016639;GO:0055114"
"Bradi5g17336.1"	"unknown"
"Bradi5g17340.9"	"GO:0005515;GO:0005634;GO:0008270;GO:0018024;GO:0034968;GO:0042393"
"Bradi5g17347.2"	"unknown"
"Bradi5g17360.1"	"GO:0005515;GO:0007165"
"Bradi5g17370.1"	"GO:0003700;GO:0006355;GO:0008270;GO:0043565"
"Bradi5g17390.2"	"GO:0016757"
"Bradi5g17395.2"	"GO:0003700;GO:0006355;GO:0043565"
"Bradi5g17400.1"	"unknown"
"Bradi5g17407.1"	"unknown"
"Bradi5g17421.1"	"unknown"
"Bradi5g17440.5"	"unknown"
"Bradi5g17450.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g17460.1"	"GO:0005515;GO:0005634;GO:0008270;GO:0016568"
"Bradi5g17470.1"	"GO:0012511;GO:0016021"
"Bradi5g17480.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi5g17500.4"	"GO:0016787"
"Bradi5g17510.1"	"unknown"
"Bradi5g17540.1"	"GO:0005488"
"Bradi5g17550.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g17560.4"	"unknown"
"Bradi5g17566.1"	"unknown"
"Bradi5g17570.1"	"GO:0003677;GO:0003700;GO:0006355;GO:0043565"
"Bradi5g17576.1"	"unknown"
"Bradi5g17580.1"	"GO:0016787"
"Bradi5g17590.1"	"unknown"
"Bradi5g17610.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi5g17640.1"	"GO:0003677;GO:0003700;GO:0006355"
"Bradi5g17650.5"	"GO:0003991;GO:0005737;GO:0006526;GO:0006561"
"Bradi5g17657.1"	"unknown"
"Bradi5g17670.1"	"unknown"
"Bradi5g17700.1"	"GO:0003824;GO:0005975;GO:0006108;GO:0016491;GO:0016615;GO:0016616;GO:0019752;GO:0030060;GO:0055114"
"Bradi5g17710.2"	"unknown"
"Bradi5g17722.1"	"GO:0003677;GO:0005634"
"Bradi5g17730.1"	"unknown"
"Bradi5g17740.1"	"unknown"
"Bradi5g17750.1"	"GO:0005524;GO:0005737;GO:0006457;GO:0042026;GO:0051082"
"Bradi5g17760.1"	"GO:0005576;GO:0019953"
"Bradi5g17790.1"	"GO:0000079;GO:0019901"
"Bradi5g17820.3"	"GO:0006810;GO:0043190"
"Bradi5g17840.1"	"unknown"
"Bradi5g17850.1"	"GO:0005618;GO:0030599;GO:0042545"
"Bradi5g17860.5"	"GO:0004185;GO:0006508"
"Bradi5g17880.2"	"GO:0006486;GO:0016757"
"Bradi5g17900.6"	"GO:0005789"
"Bradi5g17930.1"	"unknown"
"Bradi5g17940.2"	"GO:0005215;GO:0006810;GO:0016021;GO:0055085"
"Bradi5g17947.5"	"GO:0005515"
"Bradi5g17960.3"	"GO:0003779;GO:0005622;GO:0015629;GO:0030042"
"Bradi5g17970.1"	"GO:0003676;GO:0008270"
"Bradi5g17980.1"	"unknown"
"Bradi5g17990.4"	"GO:0000166;GO:0006812;GO:0016021;GO:0019829;GO:0030001;GO:0046872"
"Bradi5g18000.1"	"GO:0004602;GO:0006979;GO:0016209;GO:0016491;GO:0055114"
"Bradi5g18005.1"	"unknown"
"Bradi5g18020.1"	"GO:0008152;GO:0016758"
"Bradi5g18030.1"	"GO:0008152;GO:0016758"
"Bradi5g18040.1"	"GO:0008152;GO:0016758"
"Bradi5g18047.9"	"unknown"
"Bradi5g18060.6"	"unknown"
"Bradi5g18080.5"	"GO:0006637;GO:0047617"
"Bradi5g18090.1"	"unknown"
"Bradi5g18095.1"	"unknown"
"Bradi5g18137.3"	"GO:0005089"
"Bradi5g18150.4"	"unknown"
"Bradi5g18160.1"	"GO:0003824;GO:0004084;GO:0008152;GO:0009081"
"Bradi5g18170.1"	"GO:0005215;GO:0006810;GO:0016020"
"Bradi5g18180.1"	"GO:0004672;GO:0004713;GO:0005524;GO:0006468"
"Bradi5g18200.1"	"GO:0006662;GO:0015035;GO:0045454"
"Bradi5g18202.1"	"unknown"
